BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,segment,BOROUGH,ZIP
charles rutenberg inc,758000,4,2.0,1216.0,"960 E 40th St, Brooklyn, NY 11210, USA",40.6318515,-73.9382094,unknown,house,Normal,Manhattan,11210
exp,599999,2,2.0,1048.0,"2566 Eastchester Rd, Bronx, NY 10469, USA",40.8648218,-73.8430463,unknown,house,Normal,Manhattan,10469
douglas elliman,2100000,8,4.0,3750.0,"958 Madison St, Brooklyn, NY 11221, USA",40.6885485,-73.9192355,unknown,multi family home,Outlier,Manhattan,11221
top nest inc,620000,3,2.0,1280.0,"145-47 115th Ave, Jamaica, NY 11436, USA",40.6837376,-73.7967497,unknown,house,Normal,Manhattan,11436
countrywide real estate inc,849000,3,2.0,1890.0,"2021 Watson Ave, Bronx, NY 10472, USA",40.8292519,-73.855841,unknown,house,Normal,Manhattan,10472
douglas elliman,3250000,3,3.0,2610.0,"563 Park Ave #10e, New York, NY 10065, USA",40.7647756,-73.9679827,unknown,co op,Normal,Manhattan,10065
the agency,1575000,2,2.0,1157.0,"165 West End Ave #7k, New York, NY 10023, USA",40.777244,-73.9868738,unknown,co op,Normal,Manhattan,10023
ben bay rlty of marine pk,259000,1,1.0,570.0,"160 72nd St Apt 791, Brooklyn, NY 11209, USA",40.6343667,-74.0311335,unknown,co op,Normal,Brooklyn,11209
highline rential highline rential,2300000,6,4.0,3850.0,"762 Greene Ave, Brooklyn, NY 11221, USA",40.6897465,-73.9379631,unknown,house,Outlier,Manhattan,11221
coldwell banker,950000,2,1.0,775.0,"36 W 35th St, New York, NY 10001, USA",40.7497074,-73.9859244,unknown,co op,Normal,Manhattan,10001
korr,749999,3,3.0,1602.0,"1906 Bergen Ave #9a, Brooklyn, NY 11234, USA",40.625366,-73.908929,unknown,condo,Normal,Brooklyn,11234
beaudoin  inc,639000,3,1.0,1050.0,"3733 84th St Apt 31, Jackson Heights, NY 11372, USA",40.749516,-73.8822296,unknown,co op,Normal,Queens,11372
r new york,2300000,3,3.0,1700.0,"330 E 38th St #12n, New York, NY 10016, USA",40.7462651,-73.972462,unknown,condo,Normal,Manhattan,10016
keller williams,1698888,10,6.0,3025.0,"14963 Ash Ave, Flushing, NY 11355, USA",40.7602485,-73.8124754,unknown,multi family home,Normal,Manhattan,11355
momentum real estate,1180000,4,3.0,1528.0,"6504 17th Ave, Brooklyn, NY 11204, USA",40.6204591,-73.9928625,unknown,multi family home,Normal,Manhattan,11204
douglas elliman,6750000,2,2.0,2320.0,"15 Hudson Yards #66, New York, NY 10001, USA",40.7537586,-74.003221,unknown,condo,Normal,Manhattan,10001
ben bay company of staten island,499000,3,2.0,1890.0,"328 Taylor St, Staten Island, NY 10310, USA",40.630181,-74.1228208,unknown,townhouse,Normal,Manhattan,10310
douglas elliman,600000,1,1.0,750.0,"210 W 103rd St #5f, New York, NY 10025, USA",40.7986646,-73.9678976,unknown,co op,Normal,Manhattan,10025
shaw,489000,7,3.0,2500.0,"4429 Matilda Ave, Bronx, NY 10470, USA",40.9000223,-73.8557587,unknown,house,Normal,Manhattan,10470
j sikar,319000,1,1.0,750.0,"2928 W 5th St #11d, Brooklyn, NY 11224, USA",40.5781785,-73.9733314,unknown,co op,Normal,Brooklyn,11224
living ny main office,10750000,10,10.0,6532.0,"49 W 16th St, New York, NY 10011, USA",40.7385972,-73.9951773,unknown,townhouse,Luxury,Manhattan,10011
corcoran,520000,1,1.0,730.0,"444 E 75th St #7h, New York, NY 10021, USA",40.7685551,-73.9522955,unknown,co op,Normal,Manhattan,10021
douglas elliman,689000,1,1.0,1000.0,"415 E 52nd St #9a, New York, NY 10022, USA",40.7548672,-73.964448,unknown,co op,Normal,Manhattan,10022
empire fine homes,899000,4,2.0,1400.0,"51-13 103rd St #35, Flushing, NY 11368, USA",40.7421716,-73.8582741,unknown,house,Normal,Queens,11368
serhant,1825000,3,2.0,1500.0,"315 West End Ave #2b, New York, NY 10023, USA",40.781741,-73.9834162,unknown,co op,Normal,Manhattan,10023
keller williams,249000,1,1.0,700.0,"57-7 246th Crescent #2, Douglaston, NY 11362, USA",40.7576008,-73.7355418,pending,other,Normal,Queens,11362
home global,232000,1,1.0,750.0,"3222 89th St # 106, East Elmhurst, NY 11369, USA",40.7583699,-73.87924,unknown,co op,Normal,Queens,11369
compass,1100000,2,1.0,988.0,"318 W 100th St #8b, New York, NY 10025, USA",40.7981209,-73.9726033,unknown,condo,Normal,Manhattan,10025
keller williams,4999000,2,2.0,1666.0,"111 Murray St #41b, New York, NY 10007, USA",40.715351,-74.0128441,unknown,condo,Normal,Manhattan,10007
e  corp,1690000,7,7.0,4600.0,"56-11 Van Cleef St, Flushing, NY 11368, USA",40.7407623,-73.8521478,unknown,multi family home,Outlier,Manhattan,11368
coldwell banker,849999,4,2.0,2217.0,"846 E 46th St, Brooklyn, NY 11203, USA",40.6405612,-73.9333874,unknown,multi family home,Normal,Manhattan,11203
douglas elliman,1695000,3,2.0,1827.0,"475 Sterling Pl #1b, Brooklyn, NY 11238, USA",40.6745841,-73.9623868,unknown,condo,Normal,Brooklyn,11238
plaza island,669000,2,1.0,2675.0,"166 Jewett Ave, Staten Island, NY 10302, USA",40.6330311,-74.1301207,unknown,multi family home,Normal,Manhattan,10302
brown harris stevens,2800000,3,2.0,1687.0,"543 W 122nd St #27a, New York, NY 10027, USA",40.8115505,-73.959759,unknown,condo,Normal,Manhattan,10027
exp,459000,1,1.0,548.0,"3031 Brighton 5th St #3c, Brooklyn, NY 11235, USA",40.5786264,-73.9626111,unknown,condo,Normal,Brooklyn,11235
garfield leslie j co inc,13650000,6,2.0,6800.0,"180 E 73rd St, New York, NY 10021, USA",40.7704277,-73.9609013,unknown,townhouse,Luxury,Manhattan,10021
brown harris stevens,15900000,4,4.0,3698.0,"1 Central Park S #1901, New York, NY 10019, USA",40.7646573,-73.9744439,unknown,condo,Luxury,Manhattan,10019
douglas elliman,4995000,3,4.0,1960.0,"100 Central Park S #3a, New York, NY 10019, USA",40.7655919,-73.9766034,unknown,condo,Normal,Manhattan,10019
compass,2250000,3,1.0,1710.0,"181 Hudson St #2a, New York, NY 10013, USA",40.7228727,-74.0083077,unknown,condo,Normal,Manhattan,10013
real new york lower east,989000,3,1.0,930.0,"282A Nassau Ave #3a, Brooklyn, NY 11222, USA",40.7259961,-73.9393987,unknown,condo,Normal,Brooklyn,11222
keller williams,309999,1,1.0,650.0,"30-31 Hobart St #3, Woodside, NY 11377, USA",40.7589055,-73.9064463,unknown,co op,Normal,Queens,11377
brown harris stevens,4880000,3,3.0,2130.0,"400 5th Ave APT 57E, New York, NY 10018, USA",40.7500989,-73.9838104,unknown,condo,Normal,Manhattan,10018
e  corp,600000,1,1.0,830.0,"132- 35 Sanford Ave, Flushing, NY 11355, USA",40.7553537,-73.8319271,unknown,condo,Normal,Manhattan,11355
corcoran,5400000,3,4.0,2515.0,"300 E 55th St, New York, NY 10022, USA",40.7577445,-73.9660563,unknown,condo,Normal,Manhattan,10022
winzone inc,240000,1,1.0,750.0,"102-17 64th Rd #4f, Forest Hills, NY 11375, USA",40.7314663,-73.8527035,unknown,co op,Normal,Queens,11375
compass,1790000,4,5.0,2736.0,"12-07 40th Ave, Long Island City, NY 11101, USA",40.7560084,-73.9423437,unknown,townhouse,Normal,Manhattan,11101
es eva shammah,225000,1,1.0,622.0,"387 Ave. S #1f, Brooklyn, NY 11223, USA",40.6022749,-73.9711068,unknown,co op,Normal,Brooklyn,11223
neuhaus inc,1299000,6,2.3738608579684373,3733.0,"433 Clove Rd, Staten Island, NY 10310, USA",40.6298438,-74.1233871,unknown,multi family home,Outlier,Manhattan,10310
brown harris stevens,1625000,1,2.0,995.0,"393 West End Ave #8f, New York, NY 10024, USA",40.7842031,-73.9816026,unknown,condo,Normal,Manhattan,10024
re/max,385000,2,1.0,910.0,"100 Colfax Ave APT 3H, Staten Island, NY 10306, USA",40.5795495,-74.1077209,unknown,condo,Normal,Staten Island,10306
american homes,1396000,4,4.0,2444.0,"49 Weed Ave, Staten Island, NY 10306, USA",40.5664524,-74.1051158,unknown,house,Normal,Manhattan,10306
bedford brownstone,1195000,3,3.0,2400.0,"5313 Avenue H, Brooklyn, NY 11234, USA",40.6332797,-73.9249485,unknown,multi family home,Normal,Manhattan,11234
compass,599000,1,2.0,1025.0,"510 East 86th St, New York, NY 10028, USA",40.7754939,-73.9466592,unknown,co op,Normal,Manhattan,10028
compass,5200000,2,3.0,1394.0,"Regis Residence, 2 E 55th St #1118, New York, NY 10022, USA",40.761255,-73.9744834,unknown,condo,Normal,Manhattan,10022
corcoran,5600000,5,4.0,3200.0,"983 Park Ave #6c, New York, NY 10028, USA",40.7781265,-73.9579786,unknown,co op,Normal,Manhattan,10028
douglas elliman,700000,1,1.0,500.0,"23 Waverly Pl, New York, NY 10003, USA",40.7304336,-73.9946441,pending,other,Normal,Manhattan,10003
crm real estate,469000,3,2.0,1352.0,"28 Monsey Pl, Staten Island, NY 10303, USA",40.6241938,-74.1500827,contingent,other,Normal,Manhattan,10303
shares of new york marketing,729888,2,2.0,1600.0,"166-25 Powells Cove Blvd #4c, Whitestone, NY 11357, USA",40.7944231,-73.796598,unknown,co op,Normal,Queens,11357
bergen basin,949000,4,2.0,2172.0,"2430 E 71st St, Brooklyn, NY 11234, USA",40.6142439,-73.9015473,unknown,house,Normal,Manhattan,11234
re/max,650000,3,2.0,1500.0,"54 Farrell Ct, Staten Island, NY 10306, USA",40.5659163,-74.1274652,unknown,house,Normal,Manhattan,10306
corcoran,16500000,5,6.0,5129.0,"132 E 62nd St, New York, NY 10065, USA",40.7641404,-73.9673899,unknown,townhouse,Luxury,Manhattan,10065
re/max,579999,3,2.0,1152.0,"18 Vanderbilt Ave, Staten Island, NY 10304, USA",40.6219834,-74.073006,unknown,house,Normal,Manhattan,10304
winzone inc,535000,3,2.0,1350.0,"14205 Roosevelt Ave Apt 225, Flushing, NY 11354, USA",40.7607942,-73.8258766,unknown,co op,Normal,Queens,11354
brown harris stevens,1250000,2,2.0,1500.0,"125 E 63rd St #4b, New York, NY 10065, USA",40.7651694,-73.9667031,unknown,co op,Normal,Manhattan,10065
compass,1388000,4,2.0,2520.0,"1801 Avenue L, Brooklyn, NY 11230, USA",40.620978,-73.957202,unknown,multi family home,Normal,Manhattan,11229
winzone inc,550000,1,1.0,712.0,"6105 39th Ave Apt G3, Flushing, NY 11377, USA",40.7472923,-73.902194,unknown,condo,Normal,Queens,11377
brooklyn s 4 u,2599000,3,6.0,4662.0,"102 Patchen Ave, Brooklyn, NY 11221, USA",40.6883929,-73.9273243,unknown,multi family home,Outlier,Manhattan,11221
elite real estate  1,840000,3,2.0,1675.0,"1459 Waring Ave, Bronx, NY 10469, USA",40.8611137,-73.8439969,unknown,house,Normal,Manhattan,10469
compass,2800000,3,3.0,3341.0,"429 Kent Ave #65, Brooklyn, NY 11249, USA",40.7096014,-73.9682173,unknown,condo,Normal,Brooklyn,11249
e  corp,725000,2,2.0,800.0,"91-23 Corona Ave. #4f, Flushing, NY 11373, USA",40.7427705,-73.8727516,unknown,condo,Normal,Queens,11373
boroughs,349999,2,1.0,873.0,"3235 Emmons Ave Apt 721, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,unknown,co op,Normal,Brooklyn,11235
corcoran,280000,2,1.0,1050.0,"3000 Valentine Ave #3b, Bronx, NY 10458, USA",40.8724137,-73.8852231,unknown,co op,Normal,Bronx,10458
winzone inc,595000,2,2.0,739.0,"71-66 Parsons Blvd #7f, Flushing, NY 11365, USA",40.72843,-73.81141,unknown,condo,Normal,Queens,11365
compass,3200000,6,2.3738608579684373,4360.0,"413 W 145th St, New York, NY 10031, USA",40.824532,-73.9455086,unknown,multi family home,Outlier,Manhattan,10031
compass,15990000,8,8.0,6000.0,"175 E 78th St #177, New York, NY 10075, USA",40.7740611,-73.9582952,unknown,townhouse,Luxury,Manhattan,10075
corcoran,2350000,2,2.0,1428.0,"88 Lexington Ave Apt 1602, New York, NY 10016, USA",40.7417244,-73.9835246,unknown,condo,Normal,Manhattan,10016
nest seekers  tribeca,705000,1,1.0,631.0,"30-05 Vernon Blvd #3e, Long Island City, NY 11102, USA",40.771526,-73.933747,unknown,condo,Normal,Queens,11102
united real estate fortune,599999,3,2.0,1800.0,"23 Tony Ct, Staten Island, NY 10305, USA",40.5916853,-74.0778219,unknown,townhouse,Normal,Manhattan,10305
exit all seasons,1300000,2,2.0,1125.0,"163 Taaffe Pl, Brooklyn, NY 11205, USA",40.6936119,-73.9599302,unknown,condo,Normal,Manhattan,11205
mcvey joan m,925000,4,4.0,1672.0,"481 Genesee Ave, Staten Island, NY 10312, USA",40.5522652,-74.1732406,pending,other,Normal,Manhattan,10312
keller williams,1675000,2,2.0,1294.0,"340 E 64th St #8r, New York, NY 10065, USA",40.7631464,-73.9610896,unknown,condo,Normal,Manhattan,10065
compass,1395000,2,2.0,1065.0,"5-49 Borden Ave #8a, Long Island City, NY 11101, USA",40.7417206,-73.9554071,unknown,condo,Normal,Queens,11101
douglas elliman,1450000,1,2.0,1100.0,"4 Lexington Ave #8b, New York, NY 10010, USA",40.7388141,-73.9855043,unknown,co op,Normal,Manhattan,10010
re/max,1488000,5,3.0,1920.0,"48-44 65th Pl, Flushing, NY 11377, USA",40.737193,-73.900139,unknown,multi family home,Normal,Manhattan,11377
taranto,674999,3,2.0,1310.0,"120 College Ave, Staten Island, NY 10314, USA",40.6213314,-74.1248873,unknown,house,Normal,Manhattan,10314
charles h greenthal property,329000,1,1.0,681.0,"27110 Grand Central Pkwy #6j, Queens Village, NY 11005, USA",40.7564761,-73.7212008,unknown,co op,Normal,Queens,11005
radiant estates,685000,3,2.0,1100.0,"5197 Amboy Rd, Staten Island, NY 10312, USA",40.5351707,-74.1837439,unknown,house,Normal,Manhattan,10312
new concept sheiks inc,589000,3,2.0,1785.0,"1524 Harding Park, Bronx, NY 10473, USA",40.8086679,-73.857282,unknown,house,Normal,Manhattan,10473
corcoran,2495000,1,2.0,1218.0,"421 Hudson St APT 807, New York, NY 10014, USA",40.7298815,-74.0073131,unknown,condo,Normal,Manhattan,10014
5 boro corp,1299999,6,2.3738608579684373,2068.0,"32 E 55th St, Brooklyn, NY 11203, USA",40.6575904,-73.9264561,unknown,house,Normal,Manhattan,11203
citadel circle,1050000,6,4.0,2134.0,"1470 Royce St, Brooklyn, NY 11234, USA",40.6231593,-73.9073789,unknown,multi family home,Normal,Manhattan,11234
evergreen investments,31500000,3,2.3738608579684373,65535.0,"467 Keap St, Brooklyn, NY 11211, USA",40.7129802,-73.9524453,unknown,multi family home,Error,Manhattan,11211
charles h greenthal property,399000,1,2.0,1341.0,"26910 Grand Central Pkwy #2b, Queens, NY 11005, USA",40.7577991,-73.7159564,pending,other,Normal,Queens,11005
sany,399000,1,1.0,771.0,"152-72 Melbourne Ave, Flushing, NY 11367, USA",40.7335145,-73.8153016,unknown,condo,Normal,Manhattan,11367
corcoran,1095000,2,2.0,1200.0,"50 Pine St #12d, New York, NY 10005, USA",40.7069308,-74.0085978,unknown,condo,Normal,Manhattan,10005
corcoran,14950000,4,4.0,4017.0,"180 E 88th St Apt 46, New York, NY 10128, USA",40.780024,-73.9535283,unknown,condo,Luxury,Manhattan,10128
corcoran,1195000,1,1.0,600.0,"222 W 14th St #10a, New York, NY 10011, USA",40.7389431,-74.0012691,unknown,condo,Normal,Manhattan,10011
exit professionals,815000,3,2.0,1039.0,"168 Avenue P #8a, Brooklyn, NY 11223, USA",40.6075821,-73.981924,unknown,condo,Normal,Brooklyn,11204
douglas elliman,3900000,2,2.0,1700.0,"641 5th Ave #30H, New York, NY 10022, USA",40.7592091,-73.9760875,unknown,condo,Normal,Manhattan,10022
corcoran,795000,2,1.0,759.0,"215 E 80th St #4f, New York, NY 10075, USA",40.7747919,-73.9558198,unknown,condo,Normal,Manhattan,10075
keller williams,970000,4,2.0,2185.0,"11620 132nd St, Jamaica, NY 11420, USA",40.6776259,-73.808058,unknown,house,Normal,Manhattan,11420
ashford homes,478000,1,1.0,750.0,"145 72nd St Apt A11, Brooklyn, NY 11209, USA",40.6347771,-74.0316533,unknown,co op,Normal,Brooklyn,11209
besmatch real estate,999000,8,3.0,3786.0,"1118 Jackson Ave, Bronx, NY 10456, USA",40.8273908,-73.9031371,unknown,multi family home,Outlier,Manhattan,10456
wilk real estate i,2499000,2,2.0,1471.0,"234 E 70th St APT 4, New York, NY 10021, USA",40.76749,-73.9599095,unknown,house,Normal,Manhattan,10021
douglas elliman,460000,3,1.0,426.0,"225 E 46th St #4f, New York, NY 10017, USA",40.7530103,-73.9712947,unknown,condo,Normal,Manhattan,10017
schmidt inc,669000,3,2.0,2115.0,"323 Getz Ave, Staten Island, NY 10312, USA",40.551553,-74.1646289,contingent,other,Normal,Manhattan,10312
keller williams,499000,2,1.0,992.0,"4219 De Reimer Ave, Bronx, NY 10466, USA",40.8960621,-73.8441692,unknown,house,Normal,Manhattan,10466
top nest inc,534900,1,1.0,654.0,"2517 Voorhies Ave #1h, Brooklyn, NY 11235, USA",40.5869857,-73.9434887,unknown,condo,Normal,Brooklyn,11235
higgins,865000,5,3.0,1720.0,"595 E 84th St, Brooklyn, NY 11236, USA",40.6408696,-73.9139282,unknown,multi family home,Normal,Manhattan,11236
corcoran,1249000,4,2.0,1605.0,"148-09 Northern Blvd, Flushing, NY 11354, USA",40.7654814,-73.8178731,unknown,condo,Normal,Manhattan,11354
garfield leslie j co inc,10750000,8,9.0,7327.0,"141 E 63rd St, New York, NY 10065, USA",40.764757,-73.965815,unknown,townhouse,Luxury,Manhattan,10065
weichert realtors tmt,495000,2,2.0,800.0,"9230 56th Ave Apt 1b, Elmhurst, NY 11373, USA",40.7365199,-73.87008,unknown,co op,Normal,Queens,11373
goldstone n y,338000,1,1.0,800.0,"99-52 66th Rd #11b, Rego Park, NY 11374, USA",40.7282606,-73.852283,unknown,co op,Normal,Queens,11374
corcoran,1650000,2,2.0,1168.0,"162 S Portland Ave Unit 2, Brooklyn, NY 11217, USA",40.684488,-73.974384,unknown,condo,Normal,Brooklyn,11217
compass,1575000,1,2.0,1494.0,"30 Main St #4d, Brooklyn, NY 11201, USA",40.702988,-73.9907803,unknown,condo,Normal,Brooklyn,11201
douglas elliman,459000,3,1.0,489.0,"138-35 Elder Ave #4a, Queens, NY 11355, USA",40.7528527,-73.8236711,unknown,condo,Normal,Queens,11355
compass,8100000,5,4.0,4000.0,"1010 5th Ave # 6a, New York, NY 10028, USA",40.7788691,-73.9621437,unknown,co op,Luxury,Manhattan,10028
compass,399000,1,1.0,681.0,"138 71st St Apt A14, Brooklyn, NY 11209, USA",40.6351164,-74.0311609,unknown,co op,Normal,Brooklyn,11209
beaudoin  inc,625000,2,1.0,1025.0,"73-12 35th Ave c 25, Jackson Heights, NY 11372, USA",40.7501671,-73.8924608,unknown,co op,Normal,Queens,11372
compass,700000,2,2.0,1110.0,"1769 E 13th St #6b, Brooklyn, NY 11229, USA",40.6062808,-73.9595399,pending,other,Normal,Brooklyn,11229
re/max,375000,1,1.0,920.0,"9707 4th Ave #3d, Brooklyn, NY 11209, USA",40.614285,-74.0315729,unknown,co op,Normal,Brooklyn,11209
momentum real estate,389990,2,1.0,886.0,"100 Colfax Ave #7u, Staten Island, NY 10306, USA",40.5795138,-74.1075247,unknown,condo,Normal,Staten Island,10306
re/max,1700000,3,2.3738608579684373,2484.0,"1991 Crotona Ave, Bronx, NY 10457, USA",40.8467545,-73.8903153,unknown,multi family home,Normal,Manhattan,10457
nyc empire inc,700000,4,2.0,1890.0,"919 E 224th St, Bronx, NY 10466, USA",40.885187,-73.854142,unknown,house,Normal,Manhattan,10466
jessica viola,499000,3,2.0,1332.0,"633 Goethals Rd N, Staten Island, NY 10314, USA",40.6167336,-74.1578631,unknown,townhouse,Normal,Manhattan,10314
century 21 bay benjamin,375000,3,1.0,500.0,"2 Bay Club Dr #14r, Bayside, NY 11360, USA",40.7781488,-73.782075,unknown,condo,Normal,Queens,11360
compass,8950000,3,4.0,2367.0,"212 W 18th St #17a, New York, NY 10011, USA",40.7412267,-73.9987741,unknown,condo,Luxury,Manhattan,10011
sotheby's,3995000,3,3.0,1856.0,"Random House Tower, 230 W 56th St APT 65B, New York, NY 10019, USA",40.7652485,-73.9824857,unknown,condo,Normal,Manhattan,10019
bhhs new york,695000,2,2.0,1800.0,"303 E 57th St #29e, New York, NY 10022, USA",40.7595774,-73.964779,unknown,co op,Normal,Manhattan,10022
besmatch real estate,715000,4,2.0,2052.0,"3935 Monticello Ave, Bronx, NY 10466, USA",40.8898133,-73.8379299,unknown,multi family home,Normal,Manhattan,10466
keller williams,929888,3,2.0,1070.0,"86-22 259th St, Queens, NY 11001, USA",40.732592,-73.7077664,unknown,house,Normal,Manhattan,11001
new  inc,948000,3,2.0,1368.0,"30-41 86th St, Flushing, NY 11369, USA",40.7604064,-73.882048,unknown,house,Normal,Manhattan,11369
keller williams,1025000,7,2.0,2400.0,"1091 Pierce Ave, Bronx, NY 10461, USA",40.8464945,-73.850834,unknown,multi family home,Normal,Manhattan,10461
elite real estate  1,4195000,6,17.0,12733.0,"2245 Creston Ave, Bronx, NY 10453, USA",40.8569296,-73.9016966,unknown,multi family home,Outlier,Manhattan,10453
corcoran,250000,3,1.0,246.0,"188 E 75th St #1b, New York, NY 10021, USA",40.7718652,-73.9599302,pending,other,Normal,Manhattan,10021
douglas elliman,1345000,1,2.0,1010.0,"170 East End Ave #3k, New York, NY 10128, USA",40.776099,-73.944343,unknown,condo,Normal,Manhattan,10128
r a s equity partners,634999,4,2.0,1732.0,"4609 Richardson Ave, Bronx, NY 10470, USA",40.9028286,-73.8524821,unknown,house,Normal,Manhattan,10470
corcoran,1675000,2,2.0,1150.0,"315 W 23rd St #9d, New York, NY 10011, USA",40.7458303,-73.9991418,unknown,co op,Normal,Manhattan,10011
brown harris stevens,3550000,4,4.0,2120.0,"543 W 122nd St #21a, New York, NY 10027, USA",40.8115505,-73.959759,unknown,condo,Normal,Manhattan,10027
compass,5500000,4,4.0,2670.0,"306 Mott St #9, New York, NY 10012, USA",40.7250022,-73.9938611,unknown,condo,Normal,Manhattan,10012
exp,600000,6,2.0,1634.0,"1622 Adams St, Bronx, NY 10460, USA",40.8403637,-73.870081,unknown,multi family home,Normal,Manhattan,10460
ben bay co,2599000,8,2.3738608579684373,3120.0,"158 Bay 29th St, Brooklyn, NY 11214, USA",40.5992002,-73.9979142,unknown,multi family home,Normal,Manhattan,11214
nest seekers  midtown,2750000,2,2.0,1856.0,"323 E 79th St #3, New York, NY 10075, USA",40.7730877,-73.9538262,unknown,condo,Normal,Manhattan,10075
brown harris stevens,750000,2,1.0,920.0,"330 3rd Ave Apt 9b, New York, NY 10010, USA",40.7398059,-73.982438,unknown,co op,Normal,Manhattan,10010
