BROKERTITLE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,STATUS,PROPERTY_TYPE,ZIP,BOROUGH,PRICE_PER_SQFT,LUXURY
re/max,1179987,5,4.0,4143.0,"7069 Amboy Rd, Staten Island, NY 10307, USA",40.515005,-74.235135,unknown,multi family home,10307,Manhattan,284.81462708182477,False
coldwell banker,920000,5,4.0,2184.207862,"468 E 46th St, Brooklyn, NY 11203, USA",40.6502862,-73.9343518,unknown,house,11203,Manhattan,421.2053330664185,False
real broker,1390000,5,4.0,1992.0,"1429 Avenue H, Brooklyn, NY 11230, USA",40.6302066,-73.962272,pending,other,11230,Manhattan,697.7911646586346,False
douglas elliman,16995000,5,4.0,4230.0,"31 Grove St, New York, NY 10014, USA",40.7328257,-74.0048853,unknown,multi family home,10014,Manhattan,4017.7304964539007,True
corcoran,4395000,5,4.0,2184.207862,"425 Pacific St, Brooklyn, NY 11217, USA",40.6859683,-73.9839494,unknown,townhouse,11217,Manhattan,2012.1711291596841,True
cross island one inc,1399000,5,4.0,2184.207862,"256-16 86th Ave, Queens, NY 11001, USA",40.7326463,-73.7097434,unknown,house,11001,Manhattan,640.5068053912169,False
william raveis real estate rye,1900000,5,4.0,3640.0,"311 W 138th St, New York, NY 10030, USA",40.8188422,-73.9456834,unknown,multi family home,10030,Manhattan,521.978021978022,False
keller williams,999000,5,4.0,1980.0,"503 Hollywood Ave, Bronx, NY 10465, USA",40.8232894,-73.8169443,unknown,multi family home,10465,Manhattan,504.54545454545456,False
douglas elliman,5495000,5,4.0,4014.0,"270 Broadway #19d, New York, NY 10007, USA",40.7141198,-74.0066281,unknown,condo,10007,Manhattan,1368.958644743398,True
park assets real estate corp,829000,5,4.0,2184.207862,"110-35 166th St, Addisleigh Park, NY 11433, USA",40.6935674,-73.7855565,unknown,house,11433,Manhattan,379.5426316435445,False
douglas elliman,2495000,5,4.0,4230.0,"217 W 122nd St, New York, NY 10027, USA",40.807581,-73.9505281,pending,other,10027,Manhattan,589.8345153664303,True
re/max,949000,5,4.0,2184.207862,"587 Van Siclen Ave, Brooklyn, NY 11207, USA",40.6651608,-73.8881575,unknown,multi family home,11207,Manhattan,434.4824576956861,False
compass,7850000,5,4.0,6060.0,"128 E 19th St, New York, NY 10003, USA",40.7366749,-73.9860561,unknown,townhouse,10003,Manhattan,1295.3795379537953,True
neuhaus inc,1599999,5,4.0,3773.0,"160 Rathbun Ave, Staten Island, NY 10312, USA",40.5461245,-74.1826661,unknown,multi family home,10312,Manhattan,424.0654651470978,False
guru real estate services,599999,5,4.0,2184.207862,"145-37 115th Ave, Jamaica, NY 11436, USA",40.6836616,-73.7970345,unknown,house,11436,Manhattan,274.69867242882395,False
coldwell banker,3595000,5,4.0,4675.0,"549 W 149th St, New York, NY 10031, USA",40.828721,-73.947403,unknown,townhouse,10031,Manhattan,768.9839572192514,True
compass,2800000,5,4.0,3400.0,"232 Argyle Rd, Brooklyn, NY 11218, USA",40.6435168,-73.9669556,pending,other,11218,Manhattan,823.5294117647059,True
corcoran,4195000,5,4.0,2184.207862,"445 Waverly Ave, Brooklyn, NY 11238, USA",40.6847934,-73.965911,unknown,townhouse,11238,Manhattan,1920.6047524061148,True
brown harris stevens,4200000,5,4.0,4480.0,"164 W 88th St, New York, NY 10024, USA",40.788437,-73.9731887,unknown,townhouse,10024,Manhattan,937.5,True
compass,2500000,5,4.0,4400.0,"210 Jefferson Ave, Brooklyn, NY 11216, USA",40.6832052,-73.9491758,pending,other,11216,Manhattan,568.1818181818181,True
mak estates,1250000,5,4.0,2700.0,"129 Satterlee St, Staten Island, NY 10307, USA",40.5041935,-74.252823,unknown,multi family home,10307,Manhattan,462.962962962963,False
5 boro corp,1400000,5,4.0,2184.207862,"2978 Avenue Z, Brooklyn, NY 11235, USA",40.5895581,-73.9376469,unknown,multi family home,11235,Manhattan,640.9646372749847,False
probase real estate,1170000,5,4.0,3120.0,"2623 Mill Ave, Brooklyn, NY 11234, USA",40.6090159,-73.9118129,unknown,multi family home,11234,Manhattan,375.0,False
neuhaus inc,1280000,5,4.0,3600.0,"371 Swinnerton St, Staten Island, NY 10307, USA",40.4995462,-74.2443078,pending,other,10307,Manhattan,355.55555555555554,False
douglas elliman,6500000,5,4.0,4000.0,"247 E 71st St, New York, NY 10021, USA",40.7685714,-73.959526,unknown,townhouse,10021,Manhattan,1625.0,True
amerihomes,2888888,5,4.0,5000.0,"1217 Doone Ct, Brooklyn, NY 11235, USA",40.590624,-73.9581347,unknown,house,11235,Manhattan,577.7776,True
daxi home management,928500,5,4.0,2184.207862,"121-16 Keel Ct, College Point, NY 11356, USA",40.7933742,-73.8458392,unknown,multi family home,11356,Manhattan,425.0969040784452,False
richmond homes real estate inc,1400000,5,4.0,2250.0,"199 Vineland Ave, Staten Island, NY 10312, USA",40.5486237,-74.1868168,unknown,multi family home,10312,Manhattan,622.2222222222222,False
century 21 milestone,749000,5,4.0,2184.207862,"105-47 88th St, Jamaica, NY 11417, USA",40.6785851,-73.8497745,unknown,house,11417,Manhattan,342.9160809421168,False
re/max,1190000,5,4.0,3720.0,"334 Bethel Ave, Staten Island, NY 10307, USA",40.5153019,-74.2352069,unknown,multi family home,10307,Manhattan,319.89247311827955,False
corcoran,1895000,5,4.0,2184.207862,"595 Van Buren St, Brooklyn, NY 11221, USA",40.6925254,-73.9260278,unknown,multi family home,11221,Manhattan,867.5914197400685,False
serhant,7990000,5,4.0,5202.0,"46 Laight St, New York, NY 10013, USA",40.7221603,-74.0078633,unknown,condo,10013,Manhattan,1535.9477124183006,True
robert defalco inc,1459000,5,4.0,3500.0,"11 Torrice Lp, Staten Island, NY 10309, USA",40.521212,-74.230732,unknown,multi family home,10309,Manhattan,416.85714285714283,False
bold corp,1425000,5,4.0,2184.207862,"138-51 63rd Ave, Flushing, NY 11367, USA",40.7399679,-73.826261,unknown,house,11367,Manhattan,652.4104343691808,False
keller williams,3400000,5,4.0,4852.0,"218 W 139th St, New York, NY 10030, USA",40.8180997,-73.9429051,unknown,townhouse,10030,Manhattan,700.7419620774938,True
call it home,699000,5,4.0,1838.0,"2845 Decatur Ave, Bronx, NY 10458, USA",40.8677282,-73.8849595,unknown,house,10458,Manhattan,380.30467899891187,False
realty trends corp,1499000,5,4.0,3200.0,"6416 Beach Front Rd, Far Rockaway, NY 11692, USA",40.5883964,-73.7934995,unknown,house,11692,Manhattan,468.4375,False
coldwell banker,1250000,5,4.0,2755.0,"17 Lansing St, Staten Island, NY 10305, USA",40.5923372,-74.0687941,unknown,house,10305,Manhattan,453.7205081669691,False
katz,1050000,5,4.0,2552.0,"153 Wellbrook Ave, Staten Island, NY 10314, USA",40.6013205,-74.130029,unknown,multi family home,10314,Manhattan,411.44200626959247,False
compass,2099000,5,4.0,3200.0,"16 Dekoven Ct, Brooklyn, NY 11230, USA",40.6328573,-73.9632363,unknown,townhouse,11230,Manhattan,655.9375,True
sotheby's,4150000,5,4.0,2184.207862,"170 W 76th St, New York, NY 10023, USA",40.7807845,-73.979261,unknown,co op,10023,Manhattan,1900.0023176365619,True
corcoran,5600000,5,4.0,3200.0,"983 Park Ave #6c, New York, NY 10028, USA",40.7781265,-73.9579786,unknown,co op,10028,Manhattan,1750.0,True
compass,8100000,5,4.0,4000.0,"1010 5th Ave # 6a, New York, NY 10028, USA",40.7788691,-73.9621437,unknown,co op,10028,Manhattan,2025.0,True
serhant,14900000,5,5.0,2184.207862,"45 W 70th St, New York, NY 10023, USA",40.7758194,-73.9785263,unknown,townhouse,10023,Manhattan,6821.695068140909,True
compass,2600000,5,5.0,4057.0,"65 Gates Ave, Brooklyn, NY 11238, USA",40.6846326,-73.9660028,unknown,townhouse,11238,Manhattan,640.8676361843727,True
keller williams,1299999,5,5.0,3134.0,"6414 Beach Front Rd, Far Rockaway, NY 11692, USA",40.5883339,-73.7934039,unknown,townhouse,11692,Manhattan,414.80504148053603,False
staten island premiere,2898555,5,5.0,7200.0,"545 Arbutus Ave, Staten Island, NY 10312, USA",40.5203019,-74.1780566,unknown,house,10312,Manhattan,402.57708333333335,True
re/max,1288000,5,5.0,2500.0,"48-36 65th Pl, Flushing, NY 11377, USA",40.7374104,-73.9002424,unknown,multi family home,11377,Manhattan,515.2,False
compass,8900000,5,5.0,4297.0,"200 West End Ave, New York, NY 10023, USA",40.7779612,-73.9854593,unknown,condo,10023,Manhattan,2071.2124738189436,True
brown harris stevens,15500000,5,5.0,4193.0,"1045 Madison Ave #11, New York, NY 10075, USA",40.7766637,-73.9615947,unknown,condo,10075,Manhattan,3696.6372525637967,True
douglas elliman,1699000,5,5.0,2184.207862,"42-11 Astoria Blvd N, Astoria, NY 11105, USA",40.7691484,-73.9073703,unknown,multi family home,11105,Manhattan,777.8563705215707,False
re/max,2399000,5,5.0,2184.207862,"208 Mayfair Dr N, Brooklyn, NY 11234, USA",40.6115517,-73.9061979,unknown,house,11234,Manhattan,1098.338689159063,True
brown harris stevens,11500000,5,5.0,5276.0,"39 Lispenard St, New York, NY 10013, USA",40.7198832,-74.0033836,unknown,condo,10013,Manhattan,2179.6815769522364,True
douglas elliman,7550000,5,5.0,2184.207862,"48 Charles St, New York, NY 10014, USA",40.7348673,-74.0023636,unknown,townhouse,10014,Manhattan,3456.630722447239,True
exp,12850000,5,5.0,5139.0,"53 W 71st St, New York, NY 10023, USA",40.7764987,-73.9782935,contingent,other,10023,Manhattan,2500.4864759680872,True
serhant,4395000,5,5.0,3498.0,"401 E 60th St #4b, New York, NY 10022, USA",40.7603031,-73.9610497,unknown,condo,10022,Manhattan,1256.4322469982847,True
realty central,1250000,5,5.0,2184.207862,"60-66 Catalpa Ave, Flushing, NY 11385, USA",40.7034595,-73.8968832,unknown,multi family home,11385,Manhattan,572.2898547098077,False
serhant,17500000,5,6.0,5499.0,"37 Warren St, New York, NY 10007, USA",40.7143354,-74.0087443,unknown,condo,10007,Manhattan,3182.396799418076,True
winzone inc,3900000,5,6.0,7723.0,"144-46 Boulevard, Malba, NY 11357, USA",40.7924222,-73.8260759,unknown,house,11357,Manhattan,504.9851094134404,True
united,2780000,5,6.0,3045.0,"150-32 Sullivan Dr, Whitestone, NY 11357, USA",40.7967438,-73.8160751,unknown,house,11357,Manhattan,912.9720853858785,True
douglas elliman,22500000,5,6.0,8725.0,"10 E 64th St, New York, NY 10065, USA",40.7669348,-73.9701575,unknown,townhouse,10065,Manhattan,2578.7965616045844,True
brown harris stevens,3995000,5,6.0,2184.207862,"37 Prospect Pl, Brooklyn, NY 11217, USA",40.6799381,-73.9764616,unknown,townhouse,11217,Manhattan,1829.0383756525457,True
brown harris stevens,23000000,5,6.0,7058.0,"334 W 20th St, New York, NY 10011, USA",40.7439188,-74.0014359,unknown,townhouse,10011,Manhattan,3258.713516576934,True
winzone inc,3900000,5,6.0,7723.0,"144-58 Boulevard, Malba, NY 11357, USA",40.7924353,-73.8258362,unknown,house,11357,Manhattan,504.9851094134404,True
douglas elliman,40000000,5,6.0,7488.0,"111 Murray St Ph 2, New York, NY 10007, USA",40.715351,-74.0128441,unknown,condo,10007,Manhattan,5341.880341880342,True
realty trends corp,2999990,5,6.0,3600.0,"226 12th St, Brooklyn, NY 11215, USA",40.6681258,-73.9897865,unknown,multi family home,11215,Manhattan,833.3305555555555,True
brown harris stevens,2500000,5,6.0,3860.0,"870 United Nations Plaza, New York, NY 10017, USA",40.7524819,-73.9654633,unknown,co op,10017,Manhattan,647.6683937823834,True
serhant,10800000,5,6.0,4544.0,"50 Bridge Park Dr #22a, Brooklyn Heights, NY 11201, USA",40.692916,-74.0008815,unknown,condo,11201,Brooklyn,2376.760563380282,True
christie s int real estate,10750000,5,6.0,5771.0,"123 E 80th St, New York, NY 10075, USA",40.776067,-73.9588179,unknown,townhouse,10075,Manhattan,1862.7620862935366,True
compass,3200000,5,6.0,5400.0,"121 W 136th St, New York, NY 10030, USA",40.8153973,-73.9412519,unknown,townhouse,10030,Manhattan,592.5925925925926,True
garfield leslie j co inc,15850000,5,6.0,2184.207862,"15 E 93rd St, New York, NY 10128, USA",40.7857744,-73.9562222,unknown,townhouse,10128,Manhattan,7256.635357720363,True
corcoran,10900000,5,6.0,3633.0,"39 W 23rd St, New York, NY 10010, USA",40.7423282,-73.9911409,unknown,condo,10010,Manhattan,3000.275254610515,True
sotheby's,44500000,5,6.0,2184.207862,"2 E 67th St Fl 9, New York, NY 10065, USA",40.768973,-73.969136,unknown,co op,10065,Manhattan,20373.51882766916,True
sotheby's,10500000,5,6.0,2184.207862,"955 5th Ave, New York, NY 10075, USA",40.7753473,-73.9646138,unknown,co op,10075,Manhattan,4807.2347795623855,True
serhant,7750000,5,6.0,3701.0,"50 Bridge Park Dr #17a, Brooklyn Heights, NY 11201, USA",40.692916,-74.0008815,unknown,condo,11201,Brooklyn,2094.0286409078626,True
core  marketing,25000000,5,6.0,4089.0,"555 W 22nd St #11a, New York, NY 10011, USA",40.7481933,-74.006941,unknown,condo,10011,Manhattan,6113.96429444852,True
bhhs new york,26000000,5,6.0,4859.0,"24 Leonard St Apartment 2, New York, NY 10013, USA",40.718295,-74.007645,unknown,condo,10013,Manhattan,5350.895245935378,True
corcoran,4800000,5,6.0,2184.207862,"206 Vanderbilt Ave, Brooklyn, NY 11205, USA",40.6912637,-73.9696573,unknown,multi family home,11205,Manhattan,2197.593042085662,True
nest seekers  west,15500000,5,6.0,4134.0,"1965 Broadway #28e, New York, NY 10023, USA",40.7744463,-73.9825007,unknown,condo,10023,Manhattan,3749.395258829221,True
douglas elliman,11250000,5,6.0,4357.0,"995 5th Ave #5s, New York, NY 10028, USA",40.778004,-73.962547,unknown,house,10028,Manhattan,2582.051870553133,True
corcoran,16500000,5,6.0,5129.0,"132 E 62nd St, New York, NY 10065, USA",40.7641404,-73.9673899,unknown,townhouse,10065,Manhattan,3217.001364788458,True
corcoran,13500000,5,7.0,2184.207862,"112 Waverly Pl, New York, NY 10011, USA",40.7323524,-73.9993358,pending,other,10011,Manhattan,6180.730430865924,True
douglas elliman,1500000,5,7.0,4384.0,"815 Riverside Dr, New York, NY 10032, USA",40.8354875,-73.9459545,pending,other,10032,Manhattan,342.15328467153284,False
corcoran,10999000,5,7.0,2184.207862,"132 W 81st St, New York, NY 10024, USA",40.7836212,-73.9759437,unknown,townhouse,10024,Manhattan,5035.692889562541,True
garfield leslie j co inc,27000000,5,7.0,2184.207862,"64 Bedford St, New York, NY 10014, USA",40.7312282,-74.0046153,unknown,townhouse,10014,Manhattan,12361.460861731848,True
corcoran,19500000,5,7.0,2184.207862,"118 E 83rd St, New York, NY 10028, USA",40.7776535,-73.957772,unknown,house,10028,Manhattan,8927.721733473001,True
exp,700000,6,2.0,3053.0,"229 W Tremont Ave, Bronx, NY 10453, USA",40.852813,-73.9176871,unknown,multi family home,10453,Manhattan,229.28267278087128,False
sowae corp,309000,6,2.0,2184.207862,"29-18 Brookhaven Ave, Far Rockaway, NY 11691, USA",40.5980695,-73.7632649,unknown,multi family home,11691,Manhattan,141.4700520842645,False
progress inc,999000,6,2.0,3144.0,"851 Van Nest Ave, Bronx, NY 10462, USA",40.8451067,-73.8601577,unknown,multi family home,10462,Manhattan,317.7480916030534,False
ww  inc,999000,6,2.0,1280.0,"3426 Boller Ave, Bronx, NY 10475, USA",40.8808173,-73.8350832,unknown,house,10475,Manhattan,780.46875,False
howard hanna rand,650000,6,2.0,2310.0,"936 Taylor Ave, Bronx, NY 10473, USA",40.8244358,-73.8633737,unknown,multi family home,10473,Manhattan,281.38528138528136,False
liberty chateau inc,479000,6,2.0,3100.0,"16 Renfrew Pl, Staten Island, NY 10303, USA",40.6268305,-74.1471405,foreclosure,other,10303,Manhattan,154.51612903225808,False
re/max,950000,6,2.0,2184.207862,"31-15 102nd St, East Elmhurst, NY 11369, USA",40.7608129,-73.8669195,unknown,multi family home,11368,Manhattan,434.9402895794539,False
brownstone real estate carroll gardens,1488000,6,2.0,2184.207862,"7302 11th Ave, Brooklyn, NY 11228, USA",40.624169,-74.010925,unknown,multi family home,11228,Manhattan,681.2538430465552,False
douglas elliman,1399000,6,2.0,2184.207862,"61-29 75th St, Flushing, NY 11379, USA",40.721725,-73.8839773,unknown,multi family home,11379,Manhattan,640.5068053912169,False
cross country,799000,6,2.0,2184.207862,"737 Pine St, Brooklyn, NY 11208, USA",40.6672674,-73.8686224,unknown,multi family home,11208,Manhattan,365.80767513050915,False
re/max,1499000,6,2.0,3144.0,"338 77th St, Brooklyn, NY 11209, USA",40.629498,-74.02725,unknown,multi family home,11209,Manhattan,476.7811704834606,False
hudson  network inc,1500000,6,2.0,3600.0,"344 W 121st St, New York, NY 10027, USA",40.8082664,-73.9550742,unknown,multi family home,10027,Manhattan,416.6666666666667,False
our community ltd,699000,6,2.0,2184.207862,"1441 Troy Ave, Brooklyn, NY 11203, USA",40.6373525,-73.9344092,unknown,multi family home,11203,Manhattan,320.0244867537245,False
re/max,1375000,6,2.0,1596.0,"33-14 154th St, Flushing, NY 11354, USA",40.7681033,-73.8107752,unknown,house,11354,Manhattan,861.5288220551379,False
top nest inc,889000,6,2.0,2280.0,"1349 Herschell St, Bronx, NY 10461, USA",40.8368581,-73.8449273,unknown,multi family home,10461,Manhattan,389.9122807017544,False
josk,599999,6,2.0,3490.0,"919 Crescent St., Brooklyn, NY 11208, USA",40.6649303,-73.8670719,unknown,multi family home,11208,Manhattan,171.91948424068767,False
behfar team,1075000,6,2.0,2200.0,"1455 E 15th St, Brooklyn, NY 11230, USA",40.6141979,-73.9591151,unknown,house,11230,Manhattan,488.6363636363636,False
lincoln v walters ii corp,875000,6,2.0,2340.0,"2729 Westervelt Ave, Bronx, NY 10469, USA",40.8661368,-73.8400914,pending,other,10469,Manhattan,373.9316239316239,False
soler,805000,6,2.0,2042.0,"1893 Harrison Ave, Bronx, NY 10453, USA",40.8527111,-73.9116009,unknown,multi family home,10453,Manhattan,394.2213516160627,False
mitra hakimi,1188000,6,2.0,2186.0,"188-39 Ilion Ave, Jamaica, NY 11412, USA",40.7021006,-73.7671144,unknown,multi family home,11412,Manhattan,543.4583714547118,False
re/max,2100000,6,2.0,2720.0,"1068 51st St, Brooklyn, NY 11219, USA",40.6366874,-73.9984062,unknown,multi family home,11219,Manhattan,772.0588235294117,True
rock inc,2150000,6,2.0,2184.207862,"12-11 Jackson Ave, Long Island City, NY 11101, USA",40.7438369,-73.9505652,unknown,multi family home,11101,Manhattan,984.3385501008694,True
get listed,1400000,6,2.0,1600.0,"2419 Arthur Ave, Bronx, NY 10458, USA",40.8561226,-73.8873536,unknown,multi family home,10458,Manhattan,875.0,False
brooklynnybpo com,1600000,6,2.0,2128.0,"155 Sterling St, Brooklyn, NY 11225, USA",40.6630373,-73.9558549,pending,other,11225,Manhattan,751.8796992481203,False
keller williams,1699000,6,2.0,2184.207862,"265 78th St, Brooklyn, NY 11209, USA",40.629645,-74.0292549,unknown,multi family home,11209,Manhattan,777.8563705215707,False
exp,750000,6,2.0,1476.0,"1363 Sutter Ave, Brooklyn, NY 11208, USA",40.6735859,-73.8674854,contingent,other,11208,Manhattan,508.130081300813,False
compass,2545000,6,2.0,3277.0,"303 Whitman Dr, Brooklyn, NY 11234, USA",40.6065609,-73.906028,unknown,townhouse,11234,Manhattan,776.6249618553555,True
corcoran,1350000,6,2.0,2184.207862,"1179 Lincoln Pl, Brooklyn, NY 11213, USA",40.6702558,-73.9375206,unknown,multi family home,11213,Manhattan,618.0730430865924,False
re/max,775000,6,2.0,2910.0,"1989 Cruger Ave, Bronx, NY 10462, USA",40.8501271,-73.8669885,unknown,multi family home,10462,Manhattan,266.3230240549828,False
lavilla homes inc,854000,6,2.0,2184.207862,"2671 Bainbridge Ave, Bronx, NY 10458, USA",40.8655935,-73.8916669,unknown,multi family home,10458,Manhattan,390.98842873774066,False
crifasi real estate inc,1049000,6,2.0,2184.207862,"75-21 67th Rd, Flushing, NY 11379, USA",40.7124648,-73.8767192,unknown,multi family home,11379,Manhattan,480.2656460724707,False
